Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
104.18.124.108:443-192.168.7.101:59105-6,192.168.7.101,59105,104.18.124.108,443,6,2026-01-20 20:24:15.307391,157577,6,7,1833,827,1212.0,54.0,305.5,449.80962639765727,382.0,60.0,118.14285714285714,117.23399474473915,16880.63613344587,82.49934952435952,13131.416666666666,25454.267248817872,80773.0,0.0,157577.0,31515.4,43144.824287508694,80820.0,0.0,126069.0,21011.5,35451.279377478044,85240.0,0.0,4,4,0,0,240,280,38.0766228573967,44.42272666696282,54.0,1212.0,204.6153846153846,317.2164188850514,100626.25641025638,0,0,0,8,13,0,0,0,1.1666666666666667,204.6153846153846,305.5,118.14285714285714,240,0,0,0,0,0,0,6,1833,7,827,254,16,6,20,157577.0,0.0,157577.0,157577.0,0.0,0.0,0.0,0.0,BENIGN
104.21.47.95:443-192.168.7.101:59559-6,192.168.7.101,59559,104.21.47.95,443,6,2026-01-20 20:24:17.91643,47549,2,1,110,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,3701.4448253380724,63.09280952280805,23774.5,33622.22033863915,47549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,52,42.061873015205364,21.030936507602682,55.0,66.0,58.666666666666664,6.3508529610858835,40.333333333333336,0,0,0,0,3,0,0,0,0.5,58.666666666666664,55.0,66.0,80,0,0,0,0,0,0,2,110,1,66,252,16,2,20,47549.0,0.0,47549.0,47549.0,0.0,0.0,0.0,0.0,BENIGN
192.168.7.212:45067-239.255.255.250:1900-17,192.168.7.212,45067,239.255.255.250,1900,17,2026-01-20 20:24:18.884249,0,2,0,334,0,167.0,167.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,56,0,0.0,0.0,167.0,167.0,167.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.0,167.0,0.0,56,0,0,0,0,0,0,2,334,0,0,-1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.7.101:54727-198.18.86.210:443-6,192.168.7.101,54727,198.18.86.210,443,6,2026-01-20 20:24:22.104837,0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,0.0,0.0,54.0,54.0,54.0,0.0,0.0,0,0,0,0,2,0,0,0,0.0,54.0,54.0,0.0,80,0,0,0,0,0,0,2,108,0,0,251,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
149.154.167.41:443-192.168.7.101:50424-6,192.168.7.101,50424,149.154.167.41,443,6,2026-01-20 20:24:23.719938,98656,3,2,628,203,287.0,54.0,209.33333333333334,134.5226127211828,143.0,60.0,101.5,58.68986283848344,8423.20791436912,50.68115471942913,24664.0,28360.458846781727,49387.0,0.0,98656.0,49328.0,69760.32660474004,98656.0,0.0,49387.0,49387.0,0.0,49387.0,49387.0,2,1,0,0,120,80,30.40869283165748,20.27246188777165,54.0,287.0,166.2,115.74843411467819,13397.699999999997,0,0,0,3,5,0,0,0,0.6666666666666666,166.2,209.33333333333334,101.5,120,0,0,0,0,0,0,3,628,2,203,253,5744,3,20,98656.0,0.0,98656.0,98656.0,0.0,0.0,0.0,0.0,BENIGN
104.21.44.169:443-192.168.7.101:51780-6,192.168.7.101,51780,104.21.44.169,443,6,2026-01-20 20:24:20.537388,19022954,11,1,10746,66,1782.0,54.0,976.9090909090909,733.273408019881,66.0,66.0,66.0,0.0,568.3659856402954,0.6308168542067653,1729359.4545454546,3004081.2958365944,9609876.0,0.0,1.9022954E7,1902295.4,3108327.426148352,9609876.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,464,52,0.5782487830228681,0.0525680711838971,54.0,1782.0,901.0,746.9640371043794,557955.2727272726,0,3,1,2,10,0,0,0,0.09090909090909091,901.0,976.9090909090909,66.0,464,0,0,0,0,0,0,11,10746,1,66,65535,65535,11,20,996853.0,0.0,996853.0,996853.0,4506525.25,3716536.499777481,9609876.0,1207167.0,BENIGN
104.21.44.169:443-192.168.7.101:61403-6,192.168.7.101,61403,104.21.44.169,443,6,2026-01-20 20:24:20.568044,19023455,11,1,10746,66,1782.0,54.0,976.9090909090909,733.273408019881,66.0,66.0,66.0,0.0,568.3510172048138,0.6308002410708256,1729405.0,3003897.389224605,9608966.0,0.0,1.9023455E7,1902345.5,3108126.8511764533,9608966.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,464,52,0.5782335543149234,0.05256668675590213,54.0,1782.0,901.0,746.9640371043794,557955.2727272726,0,3,1,2,10,0,0,0,0.09090909090909091,901.0,976.9090909090909,66.0,464,0,0,0,0,0,0,11,10746,1,66,65535,65535,11,20,998397.0,0.0,998397.0,998397.0,4506264.5,3716492.171944265,9608966.0,1205210.0,BENIGN
104.21.44.169:443-192.168.7.101:57905-6,192.168.7.101,57905,104.21.44.169,443,6,2026-01-20 20:24:20.709052,19116694,11,1,10746,66,1782.0,54.0,976.9090909090909,733.273408019881,66.0,66.0,66.0,0.0,565.5789646473391,0.6277236011624187,1737881.2727272727,2998812.0695460425,9609457.0,0.0,1.9116694E7,1911669.4,3102086.958030323,9609457.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,464,52,0.5754133010655503,0.05231030009686822,54.0,1782.0,901.0,746.9640371043794,557955.2727272726,0,3,1,2,10,0,0,0,0.09090909090909091,901.0,976.9090909090909,66.0,464,0,0,0,0,0,0,11,10746,1,66,65535,65535,11,20,1093891.0,0.0,1093891.0,1093891.0,4505700.75,3717472.5303336023,9609457.0,1202700.0,BENIGN
0.0.0.0:0-146.251.93.255:0-128,0.0.0.0,0,146.251.93.255,0,128,2026-01-20 20:24:15.867581,9999895,4,0,336,0,86.0,78.0,84.0,4.0,0.0,0.0,0.0,0.0,33.60035280370444,0.4000042000441004,3333298.3333333335,2886916.2521639476,5033520.0,0.0,9999895.0,3333298.3333333335,2886916.2521639476,5033520.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.4000042000441004,0.0,78.0,86.0,84.0,4.0,16.0,0,0,0,0,0,0,0,0,0.0,84.0,84.0,0.0,0,0,0,0,0,0,0,4,336,0,0,-1,-1,4,0,0.0,0.0,0.0,0.0,4999947.5,47478.68482277073,5033520.0,4966375.0,BENIGN
0.0.0.0:0-148.179.191.94:0-128,0.0.0.0,0,148.179.191.94,0,128,2026-01-20 20:24:20.833562,5033957,3,0,258,0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,51.251927658500065,0.5959526471918611,2516978.5,3559545.1309014894,5033957.0,0.0,5033957.0,2516978.5,3559545.1309014894,5033957.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5959526471918611,0.0,86.0,86.0,86.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,86.0,86.0,0.0,0,0,0,0,0,0,0,3,258,0,0,-1,-1,3,0,0.0,0.0,0.0,0.0,5033957.0,0.0,5033957.0,5033957.0,BENIGN
192.168.7.101:52209-74.125.111.168:443-6,192.168.7.101,52209,74.125.111.168,443,6,2026-01-20 20:24:25.519217,220,2,1,110,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,800000.0,13636.363636363636,110.0,155.56349186104046,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,52,9090.90909090909,4545.454545454545,55.0,66.0,58.666666666666664,6.3508529610858835,40.333333333333336,0,0,0,0,3,0,0,0,0.5,58.666666666666664,55.0,66.0,80,0,0,0,0,0,0,2,110,1,66,253,4467,2,20,220.0,0.0,220.0,220.0,0.0,0.0,0.0,0.0,BENIGN
192.168.7.101:54720-198.18.184.155:443-6,198.18.184.155,443,192.168.7.101,54720,6,2026-01-20 20:24:41.207694,253,2,1,186,54,93.0,93.0,93.0,0.0,54.0,54.0,54.0,0.0,948616.6007905138,11857.707509881422,126.5,178.89801564019652,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,80,40,7905.138339920948,3952.569169960474,54.0,93.0,80.0,22.516660498395403,506.99999999999994,1,0,0,2,3,0,0,0,0.5,80.0,93.0,54.0,80,0,0,0,0,0,0,2,186,1,54,1937,250,2,20,253.0,0.0,253.0,253.0,0.0,0.0,0.0,0.0,BENIGN
104.21.44.169:443-192.168.7.101:55524-6,192.168.7.101,55524,104.21.44.169,443,6,2026-01-20 20:24:22.426631,19093966,11,1,10746,66,1782.0,54.0,976.9090909090909,733.273408019881,66.0,66.0,66.0,0.0,566.2521866855739,0.6284707954334893,1735815.0909090908,2997303.5642597647,9600034.0,0.0,1.9093966E7,1909396.6,3100608.0814978215,9600034.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,464,52,0.5760982291473652,0.052372566286124106,54.0,1782.0,901.0,746.9640371043794,557955.2727272726,0,3,1,2,10,0,0,0,0.09090909090909091,901.0,976.9090909090909,66.0,464,0,0,0,0,0,0,11,10746,1,66,65535,65535,11,20,1079047.0,0.0,1079047.0,1079047.0,4503729.75,3713214.107401868,9600034.0,1201558.0,BENIGN
104.21.44.169:443-192.168.7.101:57092-6,192.168.7.101,57092,104.21.44.169,443,6,2026-01-20 20:24:22.942816,19030731,11,1,10746,66,1782.0,54.0,976.9090909090909,733.273408019881,66.0,66.0,66.0,0.0,568.1337201392843,0.6305590678571412,1730066.4545454546,3005286.5070467195,9613909.0,0.0,1.9030731E7,1903073.1,3109573.5640004636,9613909.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,464,52,0.578012478869046,0.0525465889880951,54.0,1782.0,901.0,746.9640371043794,557955.2727272726,0,3,1,2,10,0,0,0,0.09090909090909091,901.0,976.9090909090909,66.0,464,0,0,0,0,0,0,11,10746,1,66,65535,65535,11,20,1001167.0,0.0,1001167.0,1001167.0,4507391.0,3719423.529000518,9613909.0,1201791.0,BENIGN
192.168.7.101:61765-44.199.239.169:443-6,192.168.7.101,61765,44.199.239.169,443,6,2026-01-20 20:24:26.254859,278872,3,2,235,126,90.0,55.0,78.33333333333333,20.207259421636902,66.0,60.0,63.0,4.242640687119285,1294.5007028314064,17.92937261539344,69718.0,80428.47888652376,139530.0,0.0,139530.0,69765.0,98662.60917895897,139530.0,0.0,139212.0,139212.0,0.0,139212.0,139212.0,2,0,0,0,120,92,10.757623569236065,7.171749046157377,55.0,90.0,72.2,16.70927885936434,279.20000000000005,0,0,0,2,5,0,0,0,0.6666666666666666,72.2,78.33333333333333,63.0,120,0,0,0,0,0,0,3,235,2,126,255,284,3,20,278872.0,0.0,278872.0,278872.0,0.0,0.0,0.0,0.0,BENIGN
192.168.7.101:54720-198.18.184.155:443-6,198.18.184.155,443,192.168.7.101,54720,6,2026-01-20 20:24:41.257407,952007,3,0,180,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,189.07424000033612,3.151237333338935,476003.5,673170.6054370615,952007.0,0.0,952007.0,476003.5,673170.6054370615,952007.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,120,0,3.151237333338935,0.0,60.0,60.0,60.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,60.0,60.0,0.0,120,0,0,0,0,0,0,3,180,0,0,1937,-1,3,20,952007.0,0.0,952007.0,952007.0,0.0,0.0,0.0,0.0,BENIGN
104.21.44.169:443-192.168.7.101:61165-6,192.168.7.101,61165,104.21.44.169,443,6,2026-01-20 20:24:23.428922,19044623,11,1,10746,66,1782.0,54.0,976.9090909090909,733.273408019881,66.0,66.0,66.0,0.0,567.7192979876787,0.6300991098642382,1731329.3636363635,2999863.1200741236,9600001.0,0.0,1.9044623E7,1904462.3,3103663.426454903,9600001.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,464,52,0.577590850708885,0.05250825915535319,54.0,1782.0,901.0,746.9640371043794,557955.2727272726,0,3,1,2,10,0,0,0,0.09090909090909091,901.0,976.9090909090909,66.0,464,0,0,0,0,0,0,11,10746,1,66,65535,65535,11,20,1030571.0,0.0,1030571.0,1030571.0,4503513.0,3713118.3451112895,9600001.0,1201279.0,BENIGN
150.171.27.11:443-192.168.7.101:64925-6,150.171.27.11,443,192.168.7.101,64925,6,2026-01-20 20:24:42.564682,0,2,0,120,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,2,0,0,0,2,0,0,0,0.0,60.0,60.0,0.0,80,0,0,0,0,0,0,2,120,0,0,1805,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
150.171.27.11:443-192.168.7.101:64925-6,192.168.7.101,64925,150.171.27.11,443,6,2026-01-20 20:24:42.564729,124,3,0,162,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,1306451.6129032257,24193.548387096773,62.0,87.68124086713189,124.0,0.0,124.0,62.0,87.68124086713189,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,120,0,24193.548387096773,0.0,54.0,54.0,54.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,54.0,54.0,0.0,120,0,0,0,0,0,0,3,162,0,0,252,-1,3,20,124.0,0.0,124.0,124.0,0.0,0.0,0.0,0.0,BENIGN
200.164.100.249:0-201.136.0.0:0-80,201.136.0.0,0,200.164.100.249,0,80,2026-01-20 20:24:10.825009,16997147,13,0,1260,0,106.0,86.0,96.92307692307692,7.675301714607472,0.0,0.0,0.0,0.0,74.13008783179907,0.7648342395344349,1416428.9166666667,3247851.5592863555,1.0773582E7,0.0,1.6997147E7,1416428.9166666667,3247851.5592863555,1.0773582E7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7648342395344349,0.0,86.0,106.0,96.92307692307692,7.675301714607472,58.9102564102564,0,0,0,0,0,0,0,0,0.0,96.92307692307692,96.92307692307692,0.0,0,0,0,0,0,0,0,13,1260,0,0,-1,-1,13,0,477045.3333333333,655370.856036743,1224355.0,157.0,7783005.5,4229313.845614262,1.0773582E7,4792429.0,BENIGN
0.0.0.0:0-201.136.0.0:0-80,201.136.0.0,0,0.0.0.0,0,80,2026-01-20 20:24:10.827089,16995782,10,0,1079,0,137.0,78.0,107.9,16.373759494996868,0.0,0.0,0.0,0.0,63.486340316673875,0.5883812818968849,1888420.2222222222,3675276.82372756,1.077236E7,0.0,1.6995782E7,1888420.2222222222,3675276.82372756,1.077236E7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5883812818968849,0.0,78.0,137.0,107.9,16.373759494996868,268.1000000000001,0,0,0,0,0,0,0,0,0.0,107.9,107.9,0.0,0,0,0,0,0,0,0,10,1079,0,0,-1,-1,10,0,195414.5,15876.668557981551,206641.0,184188.0,5534984.333333333,4907742.876777097,1.077236E7,1041900.0,BENIGN
192.168.7.101:54728-198.18.87.160:443-6,192.168.7.101,54728,198.18.87.160,443,6,2026-01-20 20:24:27.105477,0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,0.0,0.0,54.0,54.0,54.0,0.0,0.0,0,0,0,0,2,0,0,0,0.0,54.0,54.0,0.0,80,0,0,0,0,0,0,2,108,0,0,250,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.64.41.3:443-192.168.7.101:61448-17,192.168.7.101,61448,172.64.41.3,443,17,2026-01-20 20:24:27.833935,73425,11,9,6254,5316,1292.0,85.0,568.5454545454545,578.8986722452149,1242.0,66.0,590.6666666666666,541.2171468089309,157575.75757575757,272.3867892407218,3864.4736842105262,9082.008095181134,32407.0,0.0,73425.0,7342.5,15084.642574854437,42617.0,0.0,40201.0,5025.125,8646.080952621582,24868.0,75.0,0,0,0,0,308,252,149.812734082397,122.57405515832481,66.0,1292.0,578.5,547.5777762588905,299841.4210526315,0,0,0,0,0,0,0,0,0.8181818181818182,578.5,568.5454545454545,590.6666666666666,308,0,0,0,0,0,0,11,6254,9,5316,-1,-1,11,0,73425.0,0.0,73425.0,73425.0,0.0,0.0,0.0,0.0,BENIGN
192.168.7.101:54511-74.125.111.168:443-6,74.125.111.168,443,192.168.7.101,54511,6,2026-01-20 20:24:27.880085,0,2,0,120,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,0,0,0,0,2,0,0,0,0.0,60.0,60.0,0.0,80,0,0,0,0,0,0,2,120,0,0,1829,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.7.101:50519-94.79.51.184:443-6,192.168.7.101,50519,94.79.51.184,443,6,2026-01-20 20:24:27.880420,47964,12,14,5918,7789,3473.0,54.0,493.1666666666667,1059.6250480355034,1514.0,60.0,556.3571428571429,605.6528082786575,285776.83262446837,542.0732215828538,1918.56,4158.640012872798,17916.0,0.0,47964.0,4360.363636363636,6160.800958848245,18088.0,0.0,40557.0,3119.769230769231,5466.3651718768015,17991.0,0.0,3,6,0,0,528,596,250.1876407305479,291.8855808523059,54.0,3473.0,527.1923076923077,828.1366563185458,685810.3215384611,0,3,0,9,24,0,0,0,1.1666666666666667,527.1923076923077,493.1666666666667,556.3571428571429,528,0,0,0,0,0,0,12,5918,14,7789,65535,42340,12,20,47964.0,0.0,47964.0,47964.0,0.0,0.0,0.0,0.0,BENIGN
192.168.7.101:63975-213.180.204.193:443-6,192.168.7.101,63975,213.180.204.193,443,6,2026-01-20 20:24:28.523789,372,2,1,110,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,473118.2795698925,8064.5161290322585,186.0,263.0437226013957,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,52,5376.344086021506,2688.172043010753,55.0,66.0,58.666666666666664,6.3508529610858835,40.333333333333336,0,0,0,0,3,0,0,0,0.5,58.666666666666664,55.0,66.0,80,0,0,0,0,0,0,2,110,1,66,511,1892,2,20,372.0,0.0,372.0,372.0,0.0,0.0,0.0,0.0,BENIGN
192.168.7.101:38810-40.89.161.236:38814-6,40.89.161.236,38814,192.168.7.101,38810,6,2026-01-20 20:24:28.688814,30,2,1,120,66,60.0,60.0,60.0,0.0,66.0,66.0,66.0,0.0,6200000.0,100000.0,15.0,21.213203435596427,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,52,66666.66666666667,33333.333333333336,60.0,66.0,62.0,3.4641016151377544,11.999999999999998,0,0,0,0,3,0,0,0,0.5,62.0,60.0,66.0,80,0,0,0,0,0,0,2,120,1,66,2053,255,2,20,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,BENIGN
192.168.7.101:64756-213.180.204.194:443-6,192.168.7.101,64756,213.180.204.194,443,6,2026-01-20 20:24:29.778540,333,2,1,110,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,528528.5285285285,9009.009009009009,166.5,235.46655813512032,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,52,6006.006006006006,3003.003003003003,55.0,66.0,58.666666666666664,6.3508529610858835,40.333333333333336,0,0,0,0,3,0,0,0,0.5,58.666666666666664,55.0,66.0,80,0,0,0,0,0,0,2,110,1,66,253,1902,2,20,333.0,0.0,333.0,333.0,0.0,0.0,0.0,0.0,BENIGN
192.168.7.101:60703-84.201.152.110:443-6,192.168.7.101,60703,84.201.152.110,443,6,2026-01-20 20:24:29.883948,0,2,0,108,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,0.0,0.0,54.0,54.0,54.0,0.0,0.0,0,0,0,0,2,0,0,0,0.0,54.0,54.0,0.0,80,0,0,0,0,0,0,2,108,0,0,254,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.7.101:64593-213.180.204.29:443-6,192.168.7.101,64593,213.180.204.29,443,6,2026-01-20 20:24:29.950466,287,2,1,110,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,613240.418118467,10452.961672473868,143.5,202.93964620053913,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,52,6968.641114982579,3484.3205574912895,55.0,66.0,58.666666666666664,6.3508529610858835,40.333333333333336,0,0,0,0,3,0,0,0,0.5,58.666666666666664,55.0,66.0,80,0,0,0,0,0,0,2,110,1,66,254,1920,2,20,287.0,0.0,287.0,287.0,0.0,0.0,0.0,0.0,BENIGN
192.168.7.101:54395-44.199.237.143:443-6,192.168.7.101,54395,44.199.237.143,443,6,2026-01-20 20:24:31.186118,135819,2,1,180,60,90.0,90.0,90.0,0.0,60.0,60.0,60.0,0.0,1767.0576281668987,22.088220352086232,67909.5,96038.53591397569,135819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,80,40,14.725480234724156,7.362740117362078,60.0,90.0,80.0,17.320508075688775,300.00000000000006,0,0,0,2,3,0,0,0,0.5,80.0,90.0,60.0,80,0,0,0,0,0,0,2,180,1,60,255,144,2,20,135819.0,0.0,135819.0,135819.0,0.0,0.0,0.0,0.0,BENIGN
192.168.7.212:5353-224.0.0.251:5353-17,192.168.7.212,5353,224.0.0.251,5353,17,2026-01-20 20:24:31.522074,0,2,0,206,0,103.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,56,0,0.0,0.0,103.0,103.0,103.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,103.0,103.0,0.0,56,0,0,0,0,0,0,2,206,0,0,-1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
0.0.0.0:0-232.100.85.124:0-128,0.0.0.0,0,232.100.85.124,0,128,2026-01-20 20:24:31.522156,0,2,0,246,0,123.0,123.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,123.0,123.0,123.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,123.0,123.0,0.0,0,0,0,0,0,0,0,2,246,0,0,-1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.7.101:57125-8.6.112.0:443-6,192.168.7.101,57125,8.6.112.0,443,6,2026-01-20 20:24:32.232418,282,2,1,110,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,624113.4751773049,10638.297872340425,141.0,199.4041122946064,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,52,7092.198581560283,3546.0992907801415,55.0,66.0,58.666666666666664,6.3508529610858835,40.333333333333336,0,0,0,0,3,0,0,0,0.5,58.666666666666664,55.0,66.0,80,0,0,0,0,0,0,2,110,1,66,255,1929,2,20,282.0,0.0,282.0,282.0,0.0,0.0,0.0,0.0,BENIGN
192.168.7.101:61796-54.205.135.253:443-6,192.168.7.101,61796,54.205.135.253,443,6,2026-01-20 20:24:49.732424,72,3,0,210,0,78.0,54.0,70.0,13.856406460551018,0.0,0.0,0.0,0.0,2916666.6666666665,41666.666666666664,36.0,50.91168824543142,72.0,0.0,72.0,36.0,50.91168824543142,72.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,120,0,41666.666666666664,0.0,54.0,78.0,70.0,13.856406460551018,191.99999999999997,1,0,0,2,3,0,0,0,0.0,70.0,70.0,0.0,120,0,0,0,0,0,0,3,210,0,0,254,-1,3,20,72.0,0.0,72.0,72.0,0.0,0.0,0.0,0.0,BENIGN
192.168.7.101:54499-23.46.116.182:443-6,192.168.7.101,54499,23.46.116.182,443,6,2026-01-20 20:24:49.732533,58,3,0,210,0,78.0,54.0,70.0,13.856406460551018,0.0,0.0,0.0,0.0,3620689.6551724137,51724.137931034486,29.0,41.012193308819754,58.0,0.0,58.0,29.0,41.012193308819754,58.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,120,0,51724.137931034486,0.0,54.0,78.0,70.0,13.856406460551018,191.99999999999997,1,0,0,2,3,0,0,0,0.0,70.0,70.0,0.0,120,0,0,0,0,0,0,3,210,0,0,255,-1,3,20,58.0,0.0,58.0,58.0,0.0,0.0,0.0,0.0,BENIGN
192.168.7.101:61796-54.205.135.253:443-6,54.205.135.253,443,192.168.7.101,61796,6,2026-01-20 20:24:49.868827,0,2,0,120,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,60.0,60.0,0.0,80,0,0,0,0,0,0,2,120,0,0,0,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
